history_id,from_stage,to_stage,moved_at,total_moves,days_since_creation,current_stage_duration,value,sector,prioridade,target
8356dcd5-3052-4f32-bdb4-f18d7f27baed,Negociação,Fechamento,2025-09-13,3,25,15,36675,Comércio,Baixa,pouco provável
8bfbd3f4-37e1-42f8-8f98-383a9d5e7a59,Fechamento,Fechamento,2025-09-21,4,33,8,36675,Comércio,Baixa,provável
69b213e2-7fc2-4f38-8275-7654c9eb0487,Análise de Perfil,Conversa com o Cliente,2025-09-25,1,4,4,45668,Saúde,Média,provável
2ce7bd73-64d6-4026-bebd-5820b97f12ec,Conversa com o Cliente,Negociação,2025-10-07,2,16,12,45668,Saúde,Média,provável
86bc429a-09a3-4fba-a72d-98572b9f5d6a,Negociação,Fechamento,2025-10-11,3,20,4,45668,Saúde,Média,provável
38512297-a524-44ae-92a2-2d5aa1faabad,Análise de Perfil,Análise de Perfil,2025-08-20,1,4,4,34410,Tecnologia,Baixa,pouco provável
2cee34e9-80fc-4035-813b-3ae617d69c3f,Análise de Perfil,Conversa com o Cliente,2025-09-04,2,19,15,34410,Tecnologia,Baixa,pouco provável
34eaaaed-358c-4d29-805c-6fedd40ffde2,Conversa com o Cliente,Negociação,2025-09-10,3,25,6,34410,Tecnologia,Baixa,pouco provável
3b358fd1-e35b-48b5-bdb3-82cdfdb288ae,Negociação,Fechamento,2025-09-22,4,37,12,34410,Tecnologia,Baixa,pouco provável
eeefaec1-dc3d-4ef0-88a0-1baf6a84db6d,Análise de Perfil,Análise de Perfil,2025-04-24,1,9,9,36059,Saúde,Média,pouco provável
5944b302-c9da-48fb-8511-c19de3e82dc5,Análise de Perfil,Conversa com o Cliente,2025-04-26,2,11,2,36059,Saúde,Média,provável
5c63b2d8-f1fc-48c3-a3af-b6392c62d2bf,Conversa com o Cliente,Negociação,2025-05-03,3,18,7,36059,Saúde,Média,provável
928d215a-7428-4c49-87b7-8119f8e96f68,Negociação,Negociação,2025-05-18,4,33,15,36059,Saúde,Média,provável
b9ab043c-9ce8-4572-adbb-eefb5e3e1264,Negociação,Fechamento,2025-05-23,5,38,5,36059,Saúde,Média,muito provável
7cd279ad-2b39-44e6-b709-c838984eb6bf,Análise de Perfil,Conversa com o Cliente,2025-08-26,1,15,15,45657,Tecnologia,Baixa,pouco provável
4f98eca5-d79f-4fc6-ace1-923a03c59dfa,Conversa com o Cliente,Conversa com o Cliente,2025-09-03,2,23,8,45657,Tecnologia,Baixa,pouco provável
c14deb12-9dd1-41fe-997b-767776a14e4c,Conversa com o Cliente,Negociação,2025-09-08,3,28,5,45657,Tecnologia,Baixa,pouco provável
a242e080-a91f-4783-a58d-e40ec67d86e1,Negociação,Negociação,2025-09-15,4,35,7,45657,Tecnologia,Baixa,pouco provável
14c2e05c-e72c-47ba-9116-4b0f5e2895a4,Negociação,Negociação,2025-09-23,5,43,8,45657,Tecnologia,Baixa,pouco provável
e59eaba6-795b-4647-ac17-c814088a6497,Negociação,Fechamento,2025-09-28,6,48,5,45657,Tecnologia,Baixa,pouco provável
74b5743d-a936-493a-927c-f793804d227f,Análise de Perfil,Conversa com o Cliente,2025-05-22,1,10,10,14837,Educação,Média,provável
1bd5e551-5e28-44bd-a14f-1c000b036548,Conversa com o Cliente,Negociação,2025-05-26,2,14,4,14837,Educação,Média,provável
6339e9df-4109-45fb-a7f7-5f4cf59ccede,Negociação,Fechamento,2025-06-07,3,26,12,14837,Educação,Média,muito provável
7e68308f-497c-4218-bfdb-62ba95231dce,Análise de Perfil,Análise de Perfil,2025-11-17,1,1,1,36346,Comércio,Alta,provável
e9a941aa-b654-413b-a0f3-5c89c0b6af4d,Análise de Perfil,Conversa com o Cliente,2025-11-29,2,13,12,36346,Comércio,Alta,provável
63757753-1b15-4a56-be89-40423362b5a7,Conversa com o Cliente,Negociação,2025-12-05,3,19,6,36346,Comércio,Alta,provável
874c7493-4beb-46f3-aa7a-e245288d2818,Análise de Perfil,Conversa com o Cliente,2025-05-03,1,10,10,38357,Saúde,Baixa,pouco provável
ddc6d50f-d757-4ddd-95f2-137b7ae617f4,Conversa com o Cliente,Negociação,2025-05-15,2,22,12,38357,Saúde,Baixa,pouco provável
16f2abb1-7939-4262-a250-96a2a99e593b,Negociação,Fechamento,2025-05-24,3,31,9,38357,Saúde,Baixa,pouco provável
c416821f-8122-4ede-bf7f-f9a0acf09567,Fechamento,Fechamento,2025-05-27,4,34,3,38357,Saúde,Baixa,pouco provável
1d8e5331-ee83-41fc-900b-4f1a028cf8c0,Fechamento,Fechamento,2025-06-06,5,44,10,38357,Saúde,Baixa,pouco provável
32408e66-1e89-4b2d-93fe-6d04a3c2cbcb,Fechamento,Fechamento,2025-06-20,6,58,14,38357,Saúde,Baixa,pouco provável
f702fcaf-1ff0-4b42-812f-8bd1dae5abb0,Fechamento,Fechamento,2025-06-25,7,63,5,38357,Saúde,Baixa,pouco provável
cc63e368-ecb0-4b9c-809b-c9eac53c8b3f,Fechamento,Fechamento,2025-06-30,8,68,5,38357,Saúde,Baixa,pouco provável
4042ecec-746f-4fbc-bc15-7c598176c33b,Análise de Perfil,Análise de Perfil,2025-07-27,1,1,1,9748,Indústria,Média,pouco provável
40081cff-211e-4753-b746-5a02738e8fb0,Análise de Perfil,Conversa com o Cliente,2025-08-04,2,9,8,9748,Indústria,Média,provável
6c6fad00-674d-4c30-887e-a49f71727926,Conversa com o Cliente,Negociação,2025-08-14,3,19,10,9748,Indústria,Média,provável
6608fbcc-e322-4fa9-9570-2a329bcaf20e,Análise de Perfil,Análise de Perfil,2025-07-02,1,9,9,25571,Tecnologia,Média,pouco provável
50a87a82-2b7c-45f4-8ae4-3bea10f7fd35,Análise de Perfil,Conversa com o Cliente,2025-07-13,2,20,11,25571,Tecnologia,Média,provável
965207fc-c47d-4f2c-ac50-da8cb3bd6180,Conversa com o Cliente,Negociação,2025-07-28,3,35,15,25571,Tecnologia,Média,provável
66714192-8123-41a0-b5ef-0307b3577f2a,Negociação,Fechamento,2025-08-07,4,45,10,25571,Tecnologia,Média,provável
ed87748a-24a6-4a2e-8a02-ad5cc861101c,Fechamento,Fechamento,2025-08-22,5,60,15,25571,Tecnologia,Média,muito provável
91e73790-32e2-44ae-9597-6b1b49b468f1,Análise de Perfil,Conversa com o Cliente,2025-01-21,1,15,15,44392,Tecnologia,Média,provável
d2f49d0b-1400-4b7c-8ceb-57a7db18e8fa,Conversa com o Cliente,Negociação,2025-01-27,2,21,6,44392,Tecnologia,Média,provável
6125bb68-c0f4-4be0-b012-c6d4f28201bb,Negociação,Fechamento,2025-02-01,3,26,5,44392,Tecnologia,Média,muito provável
4dad73f5-88a9-49f7-a6b3-2a4836d538b8,Análise de Perfil,Conversa com o Cliente,2025-02-20,1,15,15,41936,Serviços,Média,provável
e9813f41-ce09-4d9f-aed9-883db61c3b69,Conversa com o Cliente,Conversa com o Cliente,2025-03-02,2,25,10,41936,Serviços,Média,provável
206bb472-7d52-4e85-a33d-8345c9d5efe9,Conversa com o Cliente,Negociação,2025-03-06,3,29,4,41936,Serviços,Média,provável
15cca587-466b-47d9-be32-4e6ad250973b,Negociação,Fechamento,2025-03-16,4,39,10,41936,Serviços,Média,provável
37340ef3-0b1a-46a1-a3b1-def392d25e05,Fechamento,Fechamento,2025-03-25,5,48,9,41936,Serviços,Média,muito provável
b8b01527-8f8e-4f02-b56c-911e647391eb,Análise de Perfil,Conversa com o Cliente,2025-08-01,1,7,7,18593,Serviços,Média,pouco provável
807d5440-5c09-456f-add9-41c275693b33,Conversa com o Cliente,Conversa com o Cliente,2025-08-10,2,16,9,18593,Serviços,Média,pouco provável
bd7f93b7-ee43-402c-9d12-aad7033f1cc4,Conversa com o Cliente,Negociação,2025-08-23,3,29,13,18593,Serviços,Média,provável
503e489d-4b4a-4804-803b-113284fab8d4,Negociação,Negociação,2025-08-26,4,32,3,18593,Serviços,Média,provável
fe0cff72-cd6d-478a-ad2a-dac8a798f30b,Análise de Perfil,Conversa com o Cliente,2025-03-19,1,5,5,39868,Indústria,Média,provável
61417151-68c6-46fa-80f8-6608e1fcd658,Conversa com o Cliente,Conversa com o Cliente,2025-03-25,2,11,6,39868,Indústria,Média,pouco provável
6504b059-1d46-421d-9037-7bb1656c71d1,Conversa com o Cliente,Negociação,2025-03-31,3,17,6,39868,Indústria,Média,provável
34175165-d886-4df5-b093-57a462602eb1,Negociação,Fechamento,2025-04-05,4,22,5,39868,Indústria,Média,provável
4797d961-eb05-4181-9760-f2f57c2c39eb,Fechamento,Fechamento,2025-04-15,5,32,10,39868,Indústria,Média,provável
44fd53b8-d372-40d2-8ce0-8d759ea0da62,Fechamento,Fechamento,2025-04-23,6,40,8,39868,Indústria,Média,muito provável
e3d7a039-4a0e-44f0-8fcc-b98025c4b018,Análise de Perfil,Conversa com o Cliente,2025-06-18,1,1,1,46385,Comércio,Baixa,pouco provável
089c79ad-1bf7-440a-bf4a-738e9afaa256,Conversa com o Cliente,Negociação,2025-06-20,2,3,2,46385,Comércio,Baixa,pouco provável
908c2be1-14bf-4562-8c09-017a802364de,Negociação,Fechamento,2025-07-05,3,18,15,46385,Comércio,Baixa,pouco provável
05f5f5f4-1785-4a0c-9a4c-57565f518aa7,Fechamento,Fechamento,2025-07-11,4,24,6,46385,Comércio,Baixa,pouco provável
ca66e0bf-d2d0-40e5-bcc7-29f4538dcf8c,Fechamento,Fechamento,2025-07-26,5,39,15,46385,Comércio,Baixa,pouco provável
8fc0e4d2-bc01-4389-8844-ed7d4f62b5c1,Análise de Perfil,Análise de Perfil,2025-06-26,1,13,13,17905,Tecnologia,Alta,muito provável
76b8a6dd-5a81-4a1d-95ae-5b27f6a77aef,Análise de Perfil,Conversa com o Cliente,2025-06-30,2,17,4,17905,Tecnologia,Alta,muito provável
c05dd38c-69f5-449b-8ed5-ea7d0411219a,Conversa com o Cliente,Negociação,2025-07-03,3,20,3,17905,Tecnologia,Alta,muito provável
3507c74e-2b65-4617-b5d4-45b0a65fcc4b,Negociação,Negociação,2025-07-10,4,27,7,17905,Tecnologia,Alta,muito provável
b98219bd-3844-463a-9380-da9ff3b8448f,Negociação,Fechamento,2025-07-18,5,35,8,17905,Tecnologia,Alta,muito provável
e7a6cbc5-52e4-4b72-86f7-41eea110dcbb,Análise de Perfil,Conversa com o Cliente,2025-09-07,1,10,10,21579,Tecnologia,Média,pouco provável
e876c21a-399e-46ed-a2f2-19628baab0b0,Conversa com o Cliente,Conversa com o Cliente,2025-09-17,2,20,10,21579,Tecnologia,Média,provável
91c8aa30-e29b-4ca4-8cac-fa4ce9a8fc44,Conversa com o Cliente,Negociação,2025-09-24,3,27,7,21579,Tecnologia,Média,provável
5b60eb8f-5385-4d48-90f6-26092581ee1e,Análise de Perfil,Conversa com o Cliente,2025-08-17,1,1,1,19331,Saúde,Baixa,pouco provável
50b8d8c8-563c-4bed-8a23-b380d107d692,Conversa com o Cliente,Negociação,2025-08-23,2,7,6,19331,Saúde,Baixa,pouco provável
77fd3976-34f2-454b-94f9-d30410048d29,Análise de Perfil,Conversa com o Cliente,2025-11-07,1,11,11,18474,Educação,Média,provável
1281c46a-304f-400d-a37f-5ae943de4057,Conversa com o Cliente,Conversa com o Cliente,2025-11-14,2,18,7,18474,Educação,Média,pouco provável
3cc6a5e9-b23b-4ad3-8347-e41539d513fd,Conversa com o Cliente,Negociação,2025-11-19,3,23,5,18474,Educação,Média,provável
ae39402a-4c83-43d2-a736-f1bd6a680d18,Análise de Perfil,Análise de Perfil,2025-10-29,1,9,9,37601,Educação,Alta,muito provável
2f13cf50-5855-409d-a0fd-e7ad9c408eb9,Análise de Perfil,Análise de Perfil,2025-11-05,2,16,7,37601,Educação,Alta,muito provável
d92d5bc4-ee0f-4ee7-bef2-e8100df9f87e,Análise de Perfil,Conversa com o Cliente,2025-11-07,3,18,2,37601,Educação,Alta,provável
4691162a-79bb-4780-87a2-dd4b51e33b73,Análise de Perfil,Conversa com o Cliente,2025-05-13,1,8,8,19764,Educação,Alta,provável
627e02e4-7d0d-4aac-ad27-b02c75f0c524,Conversa com o Cliente,Negociação,2025-05-21,2,16,8,19764,Educação,Alta,muito provável
826e0c34-4231-4108-8858-0e412f3bb2dd,Negociação,Fechamento,2025-06-05,3,31,15,19764,Educação,Alta,muito provável
0f9004da-b7b4-4a53-b5e9-8ce6fef7b094,Análise de Perfil,Conversa com o Cliente,2025-05-11,1,10,10,31365,Educação,Alta,provável
2b918606-675f-4346-b255-d2a780347989,Conversa com o Cliente,Negociação,2025-05-25,2,24,14,31365,Educação,Alta,provável
463df144-d61c-47ae-8b2e-eee25d800516,Negociação,Fechamento,2025-06-08,3,38,14,31365,Educação,Alta,muito provável
498ab0d8-6dcd-4edf-a772-68e24d537927,Análise de Perfil,Conversa com o Cliente,2025-06-13,1,7,7,28547,Tecnologia,Média,pouco provável
15a946c5-baad-487b-9ff6-0acdca4e4d14,Conversa com o Cliente,Negociação,2025-06-25,2,19,12,28547,Tecnologia,Média,provável
98c7d9c9-31c8-4316-a949-341912007370,Negociação,Fechamento,2025-07-06,3,30,11,28547,Tecnologia,Média,provável
25e0ac44-b8d4-4ac5-a657-dd4c858c0f7c,Análise de Perfil,Conversa com o Cliente,2025-05-02,1,7,7,13106,Saúde,Média,provável
3c879bec-7f2e-4799-aadf-c2edb72a9723,Conversa com o Cliente,Negociação,2025-05-06,2,11,4,13106,Saúde,Média,provável
5da410da-4e74-4f50-ac51-f71b9ca70fee,Negociação,Fechamento,2025-05-20,3,25,14,13106,Saúde,Média,provável
97334453-3104-475e-8306-372af58d4474,Fechamento,Fechamento,2025-06-04,4,40,15,13106,Saúde,Média,muito provável
68868e0f-4845-43ae-9310-47ccca31bd57,Análise de Perfil,Conversa com o Cliente,2025-07-21,1,4,4,6624,Educação,Alta,provável
94c61d64-69f3-470c-bb71-328419a21355,Conversa com o Cliente,Negociação,2025-08-02,2,16,12,6624,Educação,Alta,provável
120ced60-e900-4c3f-8cdf-e9de56cbcb74,Negociação,Negociação,2025-08-13,3,27,11,6624,Educação,Alta,provável
599c3401-6f5c-453f-a4ee-22dab8617a83,Negociação,Fechamento,2025-08-20,4,34,7,6624,Educação,Alta,muito provável
fb297bc0-1696-4d46-b1ca-f4166c5eacf0,Análise de Perfil,Conversa com o Cliente,2025-10-14,1,4,4,33489,Saúde,Média,pouco provável
de75947d-1e1f-4a96-9636-ddc32a1e86d9,Conversa com o Cliente,Negociação,2025-10-17,2,7,3,33489,Saúde,Média,provável
050065ac-6e27-434b-a3a7-a374d1c263c1,Análise de Perfil,Conversa com o Cliente,2025-02-22,1,1,1,43289,Indústria,Média,pouco provável
d14ebdbb-6f52-4801-9895-965c0f8c1ee7,Conversa com o Cliente,Negociação,2025-03-03,2,10,9,43289,Indústria,Média,provável
fbea43be-68ca-4f79-8e41-b2dbe1703153,Análise de Perfil,Conversa com o Cliente,2025-12-07,1,10,10,32937,Saúde,Média,pouco provável
f3c99f64-fcd6-4d17-b155-4ed3f46ebaf1,Conversa com o Cliente,Negociação,2025-12-14,2,17,7,32937,Saúde,Média,provável
c1f40f4c-1a7e-4ee4-851d-9fe1a1247b9c,Negociação,Negociação,2025-12-18,3,21,4,32937,Saúde,Média,provável
848a4a46-58db-4834-a5f3-e6ca9885999c,Negociação,Fechamento,2025-12-27,4,30,9,32937,Saúde,Média,provável
b3064ff7-47de-44a2-9356-dcc8a2e5c750,Fechamento,Fechamento,2026-01-04,5,38,8,32937,Saúde,Média,muito provável
b7a3cc66-a60d-4c2f-9087-227370f4eb73,Análise de Perfil,Análise de Perfil,2025-10-25,1,7,7,31672,Indústria,Baixa,pouco provável
d9d84046-d73a-45ff-93eb-dd0c0ae93990,Análise de Perfil,Conversa com o Cliente,2025-10-29,2,11,4,31672,Indústria,Baixa,pouco provável
982905eb-8c49-42db-abf3-dcd1ef21ad32,Conversa com o Cliente,Negociação,2025-11-09,3,22,11,31672,Indústria,Baixa,pouco provável
46f3b7aa-9e75-4e96-b259-5a3c09b71def,Negociação,Negociação,2025-11-12,4,25,3,31672,Indústria,Baixa,pouco provável
05116de8-23ae-46a6-a6f6-34a2e263ad7a,Negociação,Fechamento,2025-11-17,5,30,5,31672,Indústria,Baixa,pouco provável
e3f989c4-859d-4b77-b8a9-bac21263871f,Fechamento,Fechamento,2025-11-23,6,36,6,31672,Indústria,Baixa,provável
50fccae5-c457-4426-aa91-911eca0f6338,Fechamento,Fechamento,2025-12-05,7,48,12,31672,Indústria,Baixa,pouco provável
fe7e86a7-0f20-40ea-a30e-72cd869e7689,Fechamento,Fechamento,2025-12-06,8,49,1,31672,Indústria,Baixa,pouco provável
973ed113-cfa8-439b-8766-7b584da7f7de,Análise de Perfil,Conversa com o Cliente,2025-05-05,1,11,11,16574,Indústria,Média,provável
8721c001-7ee4-4799-be89-ac2f79bc8974,Conversa com o Cliente,Conversa com o Cliente,2025-05-17,2,23,12,16574,Indústria,Média,provável
a9c1f5db-84df-4c3c-b5cd-5ddb431e93bc,Conversa com o Cliente,Negociação,2025-05-19,3,25,2,16574,Indústria,Média,provável
6ce7a3dd-2761-4b13-a154-57e557075593,Negociação,Negociação,2025-05-24,4,30,5,16574,Indústria,Média,provável
ca93c3b4-b829-4464-9c85-81619e678e5f,Negociação,Fechamento,2025-06-04,5,41,11,16574,Indústria,Média,provável
0e4ff24e-ceaa-45c5-ad1c-960a7e4fb3c2,Fechamento,Fechamento,2025-06-17,6,54,13,16574,Indústria,Média,provável
285558a7-bf6d-4453-a43b-35a26c4cd31c,Fechamento,Fechamento,2025-06-29,7,66,12,16574,Indústria,Média,muito provável
f27fe633-9a2b-4029-85bd-ece2595dd308,Análise de Perfil,Conversa com o Cliente,2025-06-11,1,5,5,5178,Educação,Baixa,pouco provável
1145416c-29ef-4acd-8492-f93552b74aa2,Conversa com o Cliente,Negociação,2025-06-14,2,8,3,5178,Educação,Baixa,pouco provável
2922ec06-91d4-4290-a464-357fad62f99e,Negociação,Fechamento,2025-06-25,3,19,11,5178,Educação,Baixa,pouco provável
2afaa54c-1108-4913-b2ab-6cbd0a8cee00,Fechamento,Fechamento,2025-07-07,4,31,12,5178,Educação,Baixa,pouco provável
9d422e38-d300-49ad-8375-740bf4aceebb,Fechamento,Fechamento,2025-07-11,5,35,4,5178,Educação,Baixa,pouco provável
1629ceae-6b8f-41b4-9a7f-bcf62f32de70,Fechamento,Fechamento,2025-07-13,6,37,2,5178,Educação,Baixa,provável
19f35389-de00-464a-8fbc-0577160dc568,Fechamento,Fechamento,2025-07-19,7,43,6,5178,Educação,Baixa,pouco provável
07e8c0c8-37e8-4eb3-a9d3-3c4e2e716229,Análise de Perfil,Conversa com o Cliente,2025-07-02,1,14,14,48010,Comércio,Média,provável
223b0441-4871-4b03-bfe4-c4b4310ff7ba,Conversa com o Cliente,Negociação,2025-07-14,2,26,12,48010,Comércio,Média,provável
6227ee59-0a31-4667-b424-ef99309b1482,Negociação,Fechamento,2025-07-25,3,37,11,48010,Comércio,Média,muito provável
7790d981-762d-4bed-80c2-0c1d7442b4d2,Análise de Perfil,Conversa com o Cliente,2025-01-27,1,10,10,22900,Educação,Alta,provável
49211668-f11f-4c50-bf14-d38394d08f64,Conversa com o Cliente,Conversa com o Cliente,2025-02-08,2,22,12,22900,Educação,Alta,provável
4bb80b6f-0890-4aca-9ed8-8a3c8c8c9552,Conversa com o Cliente,Negociação,2025-02-09,3,23,1,22900,Educação,Alta,provável
e159558e-ade3-4790-b345-8397bc353e12,Análise de Perfil,Conversa com o Cliente,2025-02-21,1,15,15,26587,Indústria,Média,pouco provável
ba7fcea8-65db-424c-8a15-878a3ecde8dd,Conversa com o Cliente,Conversa com o Cliente,2025-02-22,2,16,1,26587,Indústria,Média,provável
491d26e6-cad4-4c4a-a5a9-8bd0ceda786a,Conversa com o Cliente,Negociação,2025-02-26,3,20,4,26587,Indústria,Média,provável
a032df70-85a0-4d72-82f5-5a89610184ca,Negociação,Fechamento,2025-03-10,4,32,12,26587,Indústria,Média,provável
5d1fbc3f-3a9e-4724-983a-0ec34b099d65,Fechamento,Fechamento,2025-03-25,5,47,15,26587,Indústria,Média,provável
ecd9ccb9-6646-4a56-a707-f45eef565544,Fechamento,Fechamento,2025-03-30,6,52,5,26587,Indústria,Média,provável
877a306b-83f6-4d2c-9f25-84f4593acd3b,Fechamento,Fechamento,2025-04-06,7,59,7,26587,Indústria,Média,muito provável
7c516ae6-1ad7-4eae-9ab1-606d74c0e051,Análise de Perfil,Análise de Perfil,2025-09-23,1,10,10,14469,Comércio,Média,provável
2e08a479-cc9d-4e00-8fbf-bd4c51329703,Análise de Perfil,Conversa com o Cliente,2025-10-05,2,22,12,14469,Comércio,Média,pouco provável
7cb1cc30-8568-47ef-bc78-c3b4923c1ec8,Análise de Perfil,Análise de Perfil,2025-08-15,1,14,14,40405,Tecnologia,Média,pouco provável
71f85e34-f61f-4f69-a857-20222ad24387,Análise de Perfil,Conversa com o Cliente,2025-08-19,2,18,4,40405,Tecnologia,Média,provável
f2465bad-c965-4aa3-b8fe-5465098d42f7,Conversa com o Cliente,Conversa com o Cliente,2025-08-25,3,24,6,40405,Tecnologia,Média,pouco provável
34ee2eb5-d5ea-427e-a403-fcce09c9f43d,Conversa com o Cliente,Negociação,2025-08-31,4,30,6,40405,Tecnologia,Média,provável
1d05125e-77ad-4896-82cc-cd6a52a23672,Negociação,Fechamento,2025-09-06,5,36,6,40405,Tecnologia,Média,provável
59ce732e-ac6e-484b-a1a9-a0021013b9f9,Fechamento,Fechamento,2025-09-19,6,49,13,40405,Tecnologia,Média,provável
aebb87d2-e15f-41ee-8c51-66a77b57829c,Fechamento,Fechamento,2025-09-29,7,59,10,40405,Tecnologia,Média,provável
4adbce9e-0c64-467d-a402-d5abe94081aa,Análise de Perfil,Conversa com o Cliente,2025-04-20,1,11,11,21970,Serviços,Média,provável
f6c0b6ba-ac03-4b95-851a-9ad5556fc615,Conversa com o Cliente,Negociação,2025-05-02,2,23,12,21970,Serviços,Média,provável
c718511b-4df1-400a-aadf-5f4368bf54b2,Análise de Perfil,Conversa com o Cliente,2025-10-16,1,12,12,49501,Saúde,Média,pouco provável
18d6e4c7-52bb-4379-a5a1-2ccbac0ad6b3,Conversa com o Cliente,Negociação,2025-10-25,2,21,9,49501,Saúde,Média,provável
5579ebe5-771d-4f7f-9c1c-3d80f10141dd,Negociação,Negociação,2025-11-03,3,30,9,49501,Saúde,Média,provável
64b4df07-5172-4caa-bff3-34355967b50a,Negociação,Fechamento,2025-11-05,4,32,2,49501,Saúde,Média,provável
b7860ba8-ff4c-4e0c-80ff-f790aad6aabe,Fechamento,Fechamento,2025-11-16,5,43,11,49501,Saúde,Média,provável
ef676fc1-202a-4b56-a135-8a6080bcc436,Fechamento,Fechamento,2025-11-19,6,46,3,49501,Saúde,Média,provável
157f67ec-cf75-48eb-9e33-9339b6ce018a,Fechamento,Fechamento,2025-12-04,7,61,15,49501,Saúde,Média,muito provável
21999809-2114-4f74-9161-0abff2840b84,Análise de Perfil,Conversa com o Cliente,2025-05-04,1,9,9,42480,Comércio,Média,pouco provável
f4c6010d-ecee-4671-84c4-504bd5c15db7,Conversa com o Cliente,Negociação,2025-05-11,2,16,7,42480,Comércio,Média,provável
b8405c56-1620-4c52-8ada-a4432c0a0867,Negociação,Fechamento,2025-05-15,3,20,4,42480,Comércio,Média,muito provável
3bca9ece-309e-4d19-b7c6-3932a31d69a3,Análise de Perfil,Conversa com o Cliente,2025-10-22,1,6,6,42860,Saúde,Alta,provável
58df302b-72f8-4a56-b15b-4e52fbd3b210,Conversa com o Cliente,Conversa com o Cliente,2025-10-31,2,15,9,42860,Saúde,Alta,provável
698d75af-20bb-4b8d-b1e0-9a5c97fa82b2,Análise de Perfil,Conversa com o Cliente,2025-11-12,1,3,3,22365,Tecnologia,Alta,muito provável
66ffe48b-e09a-4944-976b-8b70b9324b80,Conversa com o Cliente,Negociação,2025-11-25,2,16,13,22365,Tecnologia,Alta,muito provável
d567e193-de06-4549-a2a8-9c3aa8a6114c,Negociação,Fechamento,2025-11-30,3,21,5,22365,Tecnologia,Alta,muito provável
60b82a33-e1aa-4731-b411-81a77c4f6848,Análise de Perfil,Conversa com o Cliente,2025-05-25,1,7,7,7477,Saúde,Média,pouco provável
f6d9d15a-df6e-456a-bea3-7b026a96efde,Conversa com o Cliente,Conversa com o Cliente,2025-05-31,2,13,6,7477,Saúde,Média,pouco provável
c376ba8a-062f-4df7-8894-1dba0c3e868a,Conversa com o Cliente,Negociação,2025-06-08,3,21,8,7477,Saúde,Média,provável
