history_id,from_stage,to_stage,moved_at,total_moves,days_since_creation,current_stage_duration,value,sector,prioridade,target
298970f2-6c82-4cdc-b55c-cb1e048f542d,Análise de Perfil,Conversa com o Cliente,2025-09-19,1,9,9,11810,Comércio,Baixa,pouco provável
da3bcbaf-39ec-461b-bebc-b1a7e0e3fab6,Análise de Perfil,Conversa com o Cliente,2025-03-25,1,10,10,44851,Tecnologia,Média,provável
5c4ba37e-f8f2-45cf-acbf-0f495714d3cb,Análise de Perfil,Conversa com o Cliente,2025-05-07,1,4,4,6490,Educação,Média,pouco provável
95418a4f-bd45-4d49-beb4-9ee7d96df965,Análise de Perfil,Conversa com o Cliente,2025-02-05,1,15,15,47611,Tecnologia,Média,pouco provável
fe3d53de-7f31-4317-9fb9-6e87cbc0037a,Análise de Perfil,Conversa com o Cliente,2025-04-23,1,10,10,21529,Comércio,Média,provável
5abdb078-0304-4de5-81f6-cda453a9cf8f,Análise de Perfil,Conversa com o Cliente,2025-01-11,1,9,9,8637,Indústria,Média,pouco provável
b09fbf5f-95a7-43e8-8322-2d9e9d59ff81,Análise de Perfil,Conversa com o Cliente,2025-07-12,1,10,10,49455,Comércio,Média,provável
45753964-24f2-48b1-8a1c-459f2a106a45,Análise de Perfil,Conversa com o Cliente,2025-07-18,1,9,9,11936,Serviços,Média,provável
4701a407-4785-4662-b6b9-cfef8e2a6fc1,Análise de Perfil,Análise de Perfil,2025-06-17,1,6,6,10705,Indústria,Média,pouco provável
b8aabacf-ebda-4371-9ba0-d6bd452a323f,Análise de Perfil,Conversa com o Cliente,2025-11-28,1,3,3,23414,Tecnologia,Média,pouco provável
3b834fbe-6cdb-4a66-ac17-784ad236d6c4,Análise de Perfil,Conversa com o Cliente,2025-05-22,1,1,1,31498,Tecnologia,Baixa,pouco provável
3e2cf1ee-c1b5-4fd9-8d27-5a3127421ea7,Análise de Perfil,Conversa com o Cliente,2025-10-30,1,7,7,39156,Comércio,Média,pouco provável
d1b93a88-66c2-45fe-b931-6e8ecf36e19d,Análise de Perfil,Análise de Perfil,2025-09-05,1,3,3,27211,Comércio,Média,pouco provável
2aaa1522-dbc4-4701-a515-025321b353c2,Análise de Perfil,Análise de Perfil,2025-06-09,1,8,8,34798,Saúde,Alta,muito provável
d4d60c4a-cc98-4446-8402-48aa60b03c74,Análise de Perfil,Conversa com o Cliente,2025-08-21,1,2,2,47763,Serviços,Baixa,pouco provável
cd19718e-9c35-4dd1-8fe8-580110a517af,Análise de Perfil,Conversa com o Cliente,2025-09-10,1,5,5,20252,Tecnologia,Baixa,pouco provável
84cf59d3-5930-4cb2-a094-f5a59e9ef8f5,Análise de Perfil,Conversa com o Cliente,2025-11-12,1,6,6,42501,Serviços,Alta,provável
ba2d65ba-d20f-410a-9a07-1692ffca7712,Análise de Perfil,Conversa com o Cliente,2025-07-02,1,12,12,31323,Indústria,Alta,provável
6ef555df-13d2-49a7-9717-6ade1a461ada,Análise de Perfil,Análise de Perfil,2025-03-28,1,1,1,11770,Educação,Baixa,pouco provável
08db2d48-cff6-4b0d-b2bd-b93d7704e68c,Análise de Perfil,Análise de Perfil,2025-09-22,1,5,5,25095,Serviços,Média,pouco provável
df9ca227-4cc9-402e-9651-9ee6168dbe34,Análise de Perfil,Conversa com o Cliente,2025-05-23,1,3,3,5854,Comércio,Média,provável
d681b00b-fad0-4493-891d-f14b9bd7fdca,Análise de Perfil,Conversa com o Cliente,2025-04-16,1,7,7,23979,Saúde,Baixa,pouco provável
b4014892-9d4d-4182-a3e0-0fe5126de7d8,Análise de Perfil,Conversa com o Cliente,2025-08-15,1,1,1,42794,Serviços,Alta,provável
9e6ef8b3-bb81-4d01-b40c-4eeb1b40dd5b,Análise de Perfil,Conversa com o Cliente,2025-11-04,1,11,11,12227,Indústria,Baixa,pouco provável
d98f0949-42ed-498a-9543-febe82077b93,Análise de Perfil,Análise de Perfil,2025-01-15,1,3,3,36204,Saúde,Média,provável
5db8f9c6-a658-4752-86c0-8dd723ca7e27,Análise de Perfil,Análise de Perfil,2025-03-10,1,14,14,45845,Serviços,Alta,provável
7e2b4e36-c28b-46fd-87e1-68155a072925,Análise de Perfil,Análise de Perfil,2025-06-09,1,14,14,5594,Serviços,Média,provável
15dd94f1-7542-48f6-871f-401d17f4b10d,Análise de Perfil,Análise de Perfil,2025-03-25,1,12,12,10145,Tecnologia,Média,pouco provável
b659919f-b3c9-47cc-b1e0-081a6a942043,Análise de Perfil,Conversa com o Cliente,2025-02-24,1,14,14,17009,Serviços,Baixa,pouco provável
dadcaa45-499b-4698-bdc4-175452f73ab8,Análise de Perfil,Análise de Perfil,2025-06-03,1,7,7,13350,Serviços,Alta,provável
2de6e633-b23e-4449-9e8c-afb97ee61c4d,Análise de Perfil,Análise de Perfil,2025-09-21,1,11,11,19168,Tecnologia,Média,pouco provável
84bf8dc0-3562-4a32-896f-ce044da661cb,Análise de Perfil,Análise de Perfil,2025-07-31,1,10,10,25143,Comércio,Alta,provável
8273bba7-ab7e-4d10-bc47-023f503afa54,Análise de Perfil,Conversa com o Cliente,2025-05-25,1,8,8,47031,Tecnologia,Baixa,pouco provável
ba70a378-9c37-4b05-a1fe-31313111b325,Análise de Perfil,Conversa com o Cliente,2025-11-25,1,8,8,16909,Serviços,Alta,muito provável
910d2940-86f7-4561-830b-a4652157ffd7,Análise de Perfil,Conversa com o Cliente,2025-07-04,1,3,3,15544,Educação,Média,pouco provável
90788743-8738-4748-8033-4770003e652c,Análise de Perfil,Conversa com o Cliente,2025-03-24,1,6,6,26777,Tecnologia,Média,provável
980c75d7-b604-48ae-bab1-82a134d970d1,Análise de Perfil,Conversa com o Cliente,2025-02-27,1,8,8,19137,Comércio,Média,provável
fd38fac2-12d8-4359-956c-50adc5c1601e,Análise de Perfil,Conversa com o Cliente,2025-11-22,1,8,8,36273,Educação,Baixa,pouco provável
22082e84-f0b2-43ce-8762-a258d00c57e9,Análise de Perfil,Conversa com o Cliente,2025-02-05,1,11,11,17720,Educação,Média,pouco provável
08005b89-d091-4653-adcd-44ecb66bdc25,Análise de Perfil,Conversa com o Cliente,2025-05-09,1,1,1,46924,Comércio,Baixa,pouco provável
75e9670a-9e6a-4fc1-b681-37f7889c032d,Análise de Perfil,Conversa com o Cliente,2025-06-30,1,4,4,34136,Tecnologia,Média,pouco provável
09ecb43e-5013-4b6e-b098-5c162dce26c9,Análise de Perfil,Conversa com o Cliente,2025-06-05,1,15,15,15716,Comércio,Alta,muito provável
ae4ac4b1-3cd2-4e0b-b744-1aab3da6ab5d,Análise de Perfil,Conversa com o Cliente,2025-07-11,1,2,2,46214,Serviços,Alta,provável
a17c9866-ef9b-4a05-ba47-21fa3347869f,Análise de Perfil,Análise de Perfil,2025-03-08,1,10,10,28299,Saúde,Média,provável
c699fda5-bb0d-458d-8fd9-a70fa9750cc2,Análise de Perfil,Análise de Perfil,2025-08-07,1,14,14,27589,Serviços,Baixa,pouco provável
5865e624-fbb1-424e-82fe-c42574fa5585,Análise de Perfil,Conversa com o Cliente,2025-10-18,1,6,6,29594,Indústria,Média,provável
ac6c4f83-2ed5-4588-83df-a452f97e5456,Análise de Perfil,Análise de Perfil,2025-07-27,1,15,15,48378,Saúde,Baixa,pouco provável
291aad3d-d489-4947-8cc2-1f7db940d253,Análise de Perfil,Conversa com o Cliente,2025-05-03,1,5,5,30246,Indústria,Baixa,pouco provável
7a21a919-429b-4bcf-9de1-e1b62b7f23c6,Análise de Perfil,Conversa com o Cliente,2025-08-04,1,15,15,28427,Comércio,Baixa,pouco provável
591f8fd2-e94d-47b7-ba92-650f51a9a82d,Análise de Perfil,Análise de Perfil,2025-05-06,1,2,2,41466,Educação,Baixa,pouco provável
0eee58b7-f4df-47cf-88f7-10315c3aa8a0,Análise de Perfil,Análise de Perfil,2025-04-30,1,12,12,46098,Educação,Média,provável
b5289aab-96e6-402f-9290-e70e1bf5c92b,Análise de Perfil,Conversa com o Cliente,2025-06-24,1,8,8,21197,Tecnologia,Média,provável
4f2efbda-e8d7-4c31-8640-8bb37893c829,Análise de Perfil,Conversa com o Cliente,2025-02-26,1,15,15,46083,Comércio,Alta,muito provável
70f0bf1a-2354-46e3-a9d1-686b9690e6f9,Análise de Perfil,Conversa com o Cliente,2025-03-21,1,9,9,37755,Serviços,Baixa,pouco provável
320d508f-f66c-405b-b1b9-5285b242cc4d,Análise de Perfil,Conversa com o Cliente,2025-04-18,1,6,6,14755,Saúde,Alta,provável
b1ff719e-69c1-4f7a-96c8-8fcfe5a3858d,Análise de Perfil,Conversa com o Cliente,2025-02-04,1,3,3,48053,Serviços,Baixa,pouco provável
fa5bca45-f041-4fb5-913b-005eea4f1540,Análise de Perfil,Análise de Perfil,2025-01-19,1,14,14,8126,Tecnologia,Média,provável
0b7ed4d5-4149-4f1d-bd22-15cb0425b48c,Análise de Perfil,Análise de Perfil,2025-11-10,1,13,13,28843,Comércio,Baixa,pouco provável
d2b10cc5-cc03-4735-9d35-a3b50107ccf4,Análise de Perfil,Conversa com o Cliente,2025-03-08,1,15,15,42526,Saúde,Média,pouco provável
958e91c9-d354-4522-814f-0c54bac7b55a,Análise de Perfil,Conversa com o Cliente,2025-05-05,1,13,13,11298,Tecnologia,Média,provável
4769d9af-0da0-4d3e-aff1-aed181fa6caa,Análise de Perfil,Conversa com o Cliente,2025-02-18,1,5,5,39696,Comércio,Média,provável
74e668d7-f9d8-4c1d-a605-41d82c02527b,Análise de Perfil,Conversa com o Cliente,2025-05-09,1,7,7,20457,Indústria,Média,pouco provável
c53c9c65-48f3-4ab6-a464-edcc5e43f64d,Análise de Perfil,Conversa com o Cliente,2025-07-17,1,13,13,47387,Educação,Média,provável
2740db6c-3981-4e09-bc5e-9dda5f3e189d,Análise de Perfil,Conversa com o Cliente,2025-07-02,1,5,5,40189,Comércio,Alta,provável
69429719-9ec8-4595-9327-88fbb237fd11,Análise de Perfil,Conversa com o Cliente,2025-05-17,1,2,2,44662,Saúde,Baixa,pouco provável
ccf7172e-bf4d-43ae-b27c-dbcbc77ecfb3,Análise de Perfil,Conversa com o Cliente,2025-01-25,1,14,14,46943,Comércio,Alta,muito provável
e98e0c61-fefd-4f83-ab30-88a85473b597,Análise de Perfil,Análise de Perfil,2025-11-24,1,15,15,20605,Educação,Média,provável
3a529b0d-bb6c-453d-9375-32762685becf,Análise de Perfil,Conversa com o Cliente,2025-11-19,1,9,9,37463,Comércio,Alta,muito provável
b77e5dca-5c68-4213-a060-c60725272a65,Análise de Perfil,Conversa com o Cliente,2025-11-02,1,13,13,43485,Serviços,Baixa,pouco provável
290dafa5-0f1a-4ba1-b2f0-e4bc378aaf48,Análise de Perfil,Análise de Perfil,2025-02-21,1,10,10,25099,Saúde,Média,pouco provável
649eb6a6-0377-4d8a-961a-82582c728c9c,Análise de Perfil,Conversa com o Cliente,2025-11-20,1,12,12,17329,Serviços,Baixa,pouco provável
0ded0344-6c90-4a5c-ba2e-bda358342c79,Análise de Perfil,Conversa com o Cliente,2025-03-26,1,10,10,14124,Indústria,Média,pouco provável
28f45a10-7547-4f7b-85dc-13637d663dc3,Análise de Perfil,Análise de Perfil,2025-09-14,1,5,5,28649,Comércio,Média,provável
7628acdb-d13c-4835-ab80-5541f69776ee,Análise de Perfil,Conversa com o Cliente,2025-02-02,1,10,10,32692,Tecnologia,Média,pouco provável
6e48e1fc-67ee-48ea-add4-bd7cb3f37edc,Análise de Perfil,Conversa com o Cliente,2025-08-07,1,6,6,34286,Tecnologia,Média,pouco provável
d3760ec7-94a4-498c-92e4-14d91257ed70,Análise de Perfil,Conversa com o Cliente,2025-11-13,1,8,8,38199,Saúde,Baixa,pouco provável
0c5e4521-c8ab-4ed5-aff2-c80ea31b8793,Análise de Perfil,Conversa com o Cliente,2025-03-02,1,1,1,15238,Saúde,Baixa,pouco provável
c416ffc1-93fe-46ba-a857-074a52f0e4d7,Análise de Perfil,Conversa com o Cliente,2025-01-13,1,2,2,41853,Saúde,Alta,provável
f1a49210-9d38-435f-966d-9a8bab53b348,Análise de Perfil,Conversa com o Cliente,2025-08-27,1,2,2,41542,Saúde,Alta,provável
82609cd9-5095-4be7-bfdd-13b5246e023d,Análise de Perfil,Análise de Perfil,2025-02-03,1,14,14,46496,Serviços,Baixa,pouco provável
d4c6e557-63a7-4d2d-849e-f255e48e54ce,Análise de Perfil,Conversa com o Cliente,2025-02-27,1,14,14,47490,Tecnologia,Alta,provável
de92af21-91e0-4db3-a7fa-591abcae63df,Análise de Perfil,Conversa com o Cliente,2025-01-25,1,10,10,23069,Educação,Baixa,pouco provável
d27aa914-9a4b-4536-bd4e-8a915c59eac5,Análise de Perfil,Conversa com o Cliente,2025-06-17,1,13,13,43858,Indústria,Alta,muito provável
15bcd197-daa5-4249-b03b-f94fca899eca,Análise de Perfil,Conversa com o Cliente,2025-10-26,1,6,6,5012,Saúde,Alta,muito provável
fdbf400b-84bf-4da0-abd3-8c8393bfce7e,Análise de Perfil,Análise de Perfil,2025-04-26,1,14,14,25139,Tecnologia,Média,provável
59f04e28-720b-4d5a-8733-c89ea30ba632,Análise de Perfil,Conversa com o Cliente,2025-06-01,1,13,13,27699,Tecnologia,Alta,muito provável
fdadc583-1f0c-4731-8c45-82c2be82b038,Análise de Perfil,Conversa com o Cliente,2025-02-25,1,9,9,12627,Educação,Baixa,pouco provável
cc1201c1-5341-4ae1-ac3d-02a521598f73,Análise de Perfil,Conversa com o Cliente,2025-05-27,1,2,2,49460,Tecnologia,Alta,provável
5eba3d89-762b-489b-ab93-41adda708a30,Análise de Perfil,Conversa com o Cliente,2025-03-15,1,9,9,24819,Comércio,Média,pouco provável
634d9a44-0895-4749-a54b-5cba545ce5f2,Análise de Perfil,Conversa com o Cliente,2025-10-10,1,2,2,9486,Educação,Baixa,pouco provável
605c7a29-c503-4ff4-af33-06b0c58ae565,Análise de Perfil,Análise de Perfil,2025-09-01,1,15,15,36923,Comércio,Baixa,pouco provável
cce2e438-cf7f-4777-8fe2-4810d07af2e1,Análise de Perfil,Conversa com o Cliente,2025-11-23,1,5,5,17448,Saúde,Alta,provável
c22dd033-f4dd-4c66-84d4-425f1131bd6c,Análise de Perfil,Conversa com o Cliente,2025-09-14,1,3,3,25350,Tecnologia,Baixa,pouco provável
c743fa66-4884-4529-88ef-7d61973f7386,Análise de Perfil,Conversa com o Cliente,2025-08-09,1,3,3,35151,Saúde,Média,pouco provável
e89f8356-f684-4173-9491-69e91bd35dc3,Análise de Perfil,Conversa com o Cliente,2025-08-27,1,2,2,28297,Tecnologia,Média,provável
4d6da0af-99ad-46ef-85b9-f9e5c58c9ca1,Análise de Perfil,Análise de Perfil,2025-03-18,1,9,9,43169,Comércio,Baixa,pouco provável
7bf1762d-394c-4502-a57a-a2bf636e0ff8,Análise de Perfil,Análise de Perfil,2025-02-23,1,11,11,5296,Educação,Alta,provável
86f14587-86ca-4d1d-bca9-2ce31bd2a282,Análise de Perfil,Conversa com o Cliente,2025-08-06,1,9,9,28109,Indústria,Média,provável
dd02ec1a-29c2-4b05-8f3d-76f89a95c8ff,Análise de Perfil,Análise de Perfil,2025-09-04,1,3,3,36885,Tecnologia,Média,provável
8eb10a3f-e898-47eb-b785-21752cfe351d,Análise de Perfil,Conversa com o Cliente,2025-10-11,1,14,14,21312,Serviços,Alta,muito provável
eae193d9-43f4-4723-b9cb-57f1afbb58a8,Análise de Perfil,Conversa com o Cliente,2025-03-03,1,2,2,28280,Comércio,Alta,provável
9fb8407f-6a77-4497-8784-b88cd8590bd8,Análise de Perfil,Conversa com o Cliente,2025-06-04,1,15,15,13983,Saúde,Baixa,pouco provável
d1074d3e-2131-4d4c-a2b2-72516d15bd79,Análise de Perfil,Conversa com o Cliente,2025-02-15,1,8,8,25126,Saúde,Média,pouco provável
1e2c674b-13f5-4546-89bd-5fbbc5e32899,Análise de Perfil,Conversa com o Cliente,2025-08-18,1,5,5,31598,Comércio,Média,pouco provável
5590adeb-a412-4365-8507-8f4153e608ec,Análise de Perfil,Conversa com o Cliente,2025-02-27,1,1,1,47859,Comércio,Baixa,pouco provável
1adba478-cb19-4978-bb1e-a866c21c0c93,Análise de Perfil,Conversa com o Cliente,2025-02-26,1,4,4,27292,Indústria,Baixa,pouco provável
a6118463-9f42-44a9-a10e-05e53700a43b,Análise de Perfil,Conversa com o Cliente,2025-06-05,1,15,15,32119,Saúde,Média,provável
29595bac-a5ad-4df4-99b7-ceddbbee76f5,Análise de Perfil,Conversa com o Cliente,2025-11-26,1,7,7,25030,Tecnologia,Média,pouco provável
a2d79f9f-af3c-4676-8b5c-a632b849af9a,Análise de Perfil,Conversa com o Cliente,2025-11-09,1,6,6,7623,Indústria,Baixa,pouco provável
580a1dbe-ba63-4df3-a905-609d67a58810,Análise de Perfil,Conversa com o Cliente,2025-10-23,1,14,14,36077,Tecnologia,Média,pouco provável
8e37ccd1-59ac-4210-b047-60d5de9e0739,Análise de Perfil,Conversa com o Cliente,2025-05-04,1,11,11,16932,Tecnologia,Média,provável
0bf6edc9-69a7-4d68-915f-5b082319406a,Análise de Perfil,Conversa com o Cliente,2025-05-16,1,2,2,25163,Tecnologia,Baixa,pouco provável
cd320886-495c-444e-84dd-dd8e2dfda648,Análise de Perfil,Conversa com o Cliente,2025-07-20,1,4,4,18892,Saúde,Média,pouco provável
d23cf214-c4fb-4f39-9ab0-591830af2d1c,Análise de Perfil,Conversa com o Cliente,2025-07-18,1,9,9,23646,Tecnologia,Baixa,pouco provável
383548a6-cc6b-4aad-94d8-95ce38ef28ca,Análise de Perfil,Conversa com o Cliente,2025-11-03,1,12,12,44007,Serviços,Baixa,pouco provável
2ce5db48-baed-4f08-ae5d-aa98acb636aa,Análise de Perfil,Conversa com o Cliente,2025-11-14,1,13,13,44744,Tecnologia,Média,pouco provável
128e4ea6-3f22-4c5f-8e03-d8947193006a,Análise de Perfil,Conversa com o Cliente,2025-09-18,1,12,12,10535,Serviços,Média,provável
31ea5a49-64ed-48fb-8e2f-37fa75d405ce,Análise de Perfil,Conversa com o Cliente,2025-09-20,1,9,9,8773,Indústria,Média,pouco provável
84c0fbb7-eddc-4424-b63d-2d781395a46c,Análise de Perfil,Conversa com o Cliente,2025-07-03,1,13,13,23431,Tecnologia,Alta,provável
15c6e432-b683-44f0-b2b5-eaa18b5ad87e,Análise de Perfil,Conversa com o Cliente,2025-06-25,1,4,4,17614,Educação,Média,provável
d3362a4c-4992-4892-8bbb-8155b4aabfcb,Análise de Perfil,Conversa com o Cliente,2025-08-26,1,5,5,12683,Comércio,Média,pouco provável
e194c697-6aff-47d5-a7a9-3c4490d98557,Análise de Perfil,Análise de Perfil,2025-04-21,1,5,5,11092,Saúde,Média,pouco provável
52a5c856-87ca-4fc7-974d-f9b570331d0b,Análise de Perfil,Conversa com o Cliente,2025-08-31,1,11,11,31939,Comércio,Baixa,pouco provável
8f2b263f-a62d-47d2-a976-97727327b224,Análise de Perfil,Análise de Perfil,2025-07-25,1,15,15,21303,Saúde,Alta,provável
fd7c64c1-ee29-49c1-8968-9556bb910a0b,Análise de Perfil,Conversa com o Cliente,2025-10-15,1,9,9,34665,Indústria,Média,pouco provável
a9324b0f-1847-46c9-bbd8-3af86421a7b2,Análise de Perfil,Análise de Perfil,2025-10-20,1,2,2,7375,Tecnologia,Média,provável
1a3bc6ef-776a-4ac6-8676-298de667a176,Análise de Perfil,Conversa com o Cliente,2025-07-21,1,1,1,42968,Indústria,Média,provável
aa9a9b79-0746-4413-ad0b-0aed5d5ef80f,Análise de Perfil,Conversa com o Cliente,2025-05-30,1,9,9,14827,Indústria,Baixa,pouco provável
ba307bd4-a8f0-4363-a8f6-594c9e4b3508,Análise de Perfil,Análise de Perfil,2025-04-28,1,3,3,15574,Saúde,Alta,provável
ac5c7a34-9bdb-4488-b33c-f100a7ba6213,Análise de Perfil,Análise de Perfil,2025-09-29,1,6,6,13117,Educação,Média,provável
d1e5524d-77a3-40d2-9715-5d59505d9302,Análise de Perfil,Conversa com o Cliente,2025-06-24,1,12,12,7443,Educação,Média,pouco provável
41d7bc2d-ee9c-4eb5-be6f-17416baecd49,Análise de Perfil,Conversa com o Cliente,2025-12-03,1,5,5,31847,Educação,Baixa,pouco provável
a6545bfc-991a-4a3b-9028-aa265eed274d,Análise de Perfil,Conversa com o Cliente,2025-11-18,1,6,6,41436,Indústria,Baixa,pouco provável
5b2d7011-e826-43e1-ae78-f98f369d7116,Análise de Perfil,Conversa com o Cliente,2025-09-12,1,10,10,33385,Saúde,Média,pouco provável
8404bc7b-3cb6-4eed-9fb2-159261c63af1,Análise de Perfil,Conversa com o Cliente,2025-02-27,1,6,6,41565,Educação,Alta,muito provável
240c8b6f-c280-40fb-aab4-c7aab79c3a71,Análise de Perfil,Conversa com o Cliente,2025-11-26,1,6,6,19833,Tecnologia,Alta,muito provável
dfd83ab0-9121-400a-9d71-17756b2a6c2e,Análise de Perfil,Análise de Perfil,2025-12-02,1,6,6,47876,Educação,Média,pouco provável
6b5bfcb2-8e0a-4b95-8c51-6db70318ebac,Análise de Perfil,Análise de Perfil,2025-02-23,1,11,11,32275,Comércio,Média,provável
1b307312-dd87-489d-ba02-702392ff7bea,Análise de Perfil,Conversa com o Cliente,2025-07-22,1,15,15,49301,Comércio,Média,pouco provável
f98177bb-c502-4262-978e-f6dbd500294a,Análise de Perfil,Conversa com o Cliente,2025-11-11,1,6,6,43460,Indústria,Alta,provável
2ad3b72d-d59d-460b-8cc5-28bcb4a215d0,Análise de Perfil,Análise de Perfil,2025-10-30,1,12,12,5492,Comércio,Média,provável
df29b022-9ae4-416e-ac26-dc8860d499f8,Análise de Perfil,Análise de Perfil,2025-11-23,1,15,15,40362,Educação,Média,pouco provável
589722bd-e2b8-4314-9985-0630b4957991,Análise de Perfil,Conversa com o Cliente,2025-07-21,1,5,5,10034,Saúde,Alta,provável
101f7e44-3e86-4afb-ad1c-861db0f0e1a4,Análise de Perfil,Conversa com o Cliente,2025-02-24,1,10,10,34545,Indústria,Baixa,pouco provável
24f22762-62d1-4c0f-955e-4af714380117,Análise de Perfil,Conversa com o Cliente,2025-07-25,1,13,13,24673,Tecnologia,Baixa,pouco provável
c7bdffd5-ff07-45ff-bd21-8f6e892991bc,Análise de Perfil,Conversa com o Cliente,2025-11-10,1,9,9,45884,Saúde,Baixa,pouco provável
